,id,text,created_at,god of war,retweet_count,reply_count,like_count,quote_count,polarity
717,1601452100848087040,God of War  Ragarnok won  6x  but robbed in GOTY by elden ring,2022-12-10T05:41:49.000Z,1.0,0,0,0,0,0.0
761,1601447241205444608,God of War Ragnarok y sus premios en The game awards No,2022-12-10T05:22:30.000Z,1.0,0,0,0,0,-0.4
793,1601444347979116544,How could anyone argue that god of war should have won goty  its a trash movie game with no real direction ,2022-12-10T05:11:00.000Z,1.0,0,0,0,0,-0.25
902,1601437803329437696,God of War Ragnark Wins Best Action Adventure Game,2022-12-10T04:45:00.000Z,1.0,0,0,0,0,0.25
935,1601433762457300992,God of War Ragnark Wins Best Score and Music,2022-12-10T04:28:56.000Z,1.0,0,0,0,0,0.65
1216,1601405849796169728,About get the Game of the Year award and the God of War Fanboys reacting badly over it ,2022-12-10T02:38:01.000Z,1.0,0,0,1,0,-0.5499999999999999
1407,1601388555917402112,in a nutshell awards go to god of war and elden ring because literally no other video games exist ffxiv is a pretty good mmomuppet cringemas carolpotential school shooter nominates rabbi clinton,2022-12-10T01:29:18.000Z,1.0,0,1,0,0,0.33749999999999997
1447,1601385210158886913,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Sniping stocks  click to enter    ,2022-12-10T01:16:01.000Z,1.0,0,0,0,0,0.5333333333333333
1448,1601385191616172032,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stocks  Gold  Energy  Trading Discussion Groups    ,2022-12-10T01:15:56.000Z,1.0,0,0,0,0,1.0
1450,1601385185844817921,God of War Ragnark brought the action at   winning Best Action Adventure game Stocks  Options  Futures  Discussion Groups    ,2022-12-10T01:15:55.000Z,1.0,0,0,0,0,0.26000000000000006
1453,1601385184095395840,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStocks  Cryptocurrencies  Discussion Groups    ,2022-12-10T01:15:54.000Z,1.0,0,0,0,0,0.7000000000000001
1468,1601384750404448256,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Insider trading discussion group  click to join    ,2022-12-10T01:14:11.000Z,1.0,0,0,0,0,1.0
1469,1601384749607817218,God of War Ragnark brought the action at   winning Best Action Adventure game Stocks  Options  Futures  Discussion Groups    ,2022-12-10T01:14:11.000Z,1.0,0,0,0,0,0.26000000000000006
1484,1601384248685973504,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock Intelligence Discussion Group  click jiaru    ,2022-12-10T01:12:11.000Z,1.0,0,0,0,0,0.7000000000000001
1485,1601384248048758787,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stocks  Options  Futures  Discussion Groups    ,2022-12-10T01:12:11.000Z,1.0,0,0,0,0,0.5333333333333333
1486,1601384246127759360,God of War Ragnark brought the action at   winning Best Action Adventure game Stock alert group  click to join    ,2022-12-10T01:12:11.000Z,1.0,0,0,0,0,0.26000000000000006
1490,1601384241245609988,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock alert group  click to join    ,2022-12-10T01:12:10.000Z,1.0,0,0,0,0,1.0
1519,1601381344663068673,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock insider trading discussion group  click to join    ,2022-12-10T01:00:39.000Z,1.0,0,0,0,0,0.7000000000000001
1527,1601381315714379778,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Insider trading discussion group  click to join    ,2022-12-10T01:00:32.000Z,1.0,0,0,0,0,0.5333333333333333
1528,1601381314141118464,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock Alerts Discussion Group    ,2022-12-10T01:00:32.000Z,1.0,0,0,0,0,1.0
1529,1601381312991928320,God of War Ragnark brought the action at   winning Best Action Adventure game Stock selection discussion group  click to join    ,2022-12-10T01:00:31.000Z,1.0,0,0,0,0,0.26000000000000006
1540,1601380912054222849,God of War Ragnark brought the action at   winning Best Action Adventure game Stocks Free Alerts Discussion Group  Click to Join    ,2022-12-10T00:58:56.000Z,1.0,0,0,0,0,0.2833333333333334
1542,1601380911307665408,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock selection discussion group  click to join    ,2022-12-10T00:58:56.000Z,1.0,0,0,0,0,0.7000000000000001
1543,1601380907075919873,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stock Alerts Discussion Group  Free to Join    ,2022-12-10T00:58:55.000Z,1.0,0,0,0,0,0.5
1547,1601380880936992768,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock Alerts Discussion Group  Free to Join    ,2022-12-10T00:58:48.000Z,1.0,0,0,0,0,0.7
1556,1601380616012193792,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock Alerts Discussion Group    ,2022-12-10T00:57:45.000Z,1.0,0,0,0,0,1.0
1561,1601380609296781312,God of War Ragnark brought the action at   winning Best Action Adventure game Sniping stocks  click to enter    ,2022-12-10T00:57:44.000Z,1.0,0,0,0,0,0.26000000000000006
1562,1601380606533070848,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock Alerts Discussion Group  Free to Join    ,2022-12-10T00:57:43.000Z,1.0,0,0,0,0,0.625
1568,1601380335467794433,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStocks Free Alerts Discussion Group  Click to Join    ,2022-12-10T00:56:38.000Z,1.0,0,0,0,0,0.625
1573,1601380315255427073,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stocks  Options  Forex  Energy  Gold Discussion Groups    ,2022-12-10T00:56:34.000Z,1.0,0,0,0,0,1.0
1585,1601380023495446530,God of War Ragnark brought the action at   winning Best Action Adventure game Stock insider trading discussion group  click to join    ,2022-12-10T00:55:24.000Z,1.0,0,0,0,0,0.26000000000000006
1588,1601380017987981312,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsInsider trading discussion group  click to join    ,2022-12-10T00:55:23.000Z,1.0,0,0,0,0,0.7000000000000001
1590,1601380016948137984,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock Advance Alert Group  click to join    ,2022-12-10T00:55:22.000Z,1.0,0,0,0,0,1.0
1604,1601379508694962176,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock insider trading discussion group  click to join    ,2022-12-10T00:53:21.000Z,1.0,0,0,0,0,0.7000000000000001
1605,1601379502135087106,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock selection discussion group  click to join    ,2022-12-10T00:53:20.000Z,1.0,0,0,0,0,1.0
1610,1601379484199854080,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stock alert group  click to join    ,2022-12-10T00:53:15.000Z,1.0,0,0,0,0,0.5333333333333333
1613,1601379480169107456,God of War Ragnark brought the action at   winning Best Action Adventure game Stock Advance Alert Group  click to join    ,2022-12-10T00:53:14.000Z,1.0,0,0,0,0,0.26000000000000006
1622,1601379130821709825,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stocks Free Alerts Discussion Group  Click to Join    ,2022-12-10T00:51:51.000Z,1.0,0,0,0,0,0.5
1623,1601379130188054528,God of War Ragnark brought the action at   winning Best Action Adventure game Stock insider trading discussion group  click to join    ,2022-12-10T00:51:51.000Z,1.0,0,0,0,0,0.26000000000000006
1624,1601379130003505152,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock Intelligence Discussion Group  click jiaru    ,2022-12-10T00:51:51.000Z,1.0,0,0,0,0,0.7000000000000001
1626,1601379121975607296,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock Advance Alert Group  click to join    ,2022-12-10T00:51:49.000Z,1.0,0,0,0,0,1.0
1636,1601378878765010946,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock alert group  click to join    ,2022-12-10T00:50:51.000Z,1.0,0,0,0,0,1.0
1637,1601378871714009089,God of War Ragnark brought the action at   winning Best Action Adventure game Stock insider trading discussion group  click to join    ,2022-12-10T00:50:49.000Z,1.0,0,0,0,0,0.26000000000000006
1638,1601378865557168128,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stock Advance Alert Group  click to join    ,2022-12-10T00:50:48.000Z,1.0,0,0,0,0,0.5333333333333333
1641,1601378860657827841,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock Alerts Discussion Group  Free to Join    ,2022-12-10T00:50:47.000Z,1.0,0,0,0,0,0.625
1686,1601376099442642944,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Insider trading discussion group  click to join    ,2022-12-10T00:39:48.000Z,1.0,0,0,0,0,0.5333333333333333
1688,1601376084582277120,God of War Ragnark brought the action at   winning Best Action Adventure game Stock Intelligence Discussion Group  click jiaru    ,2022-12-10T00:39:45.000Z,1.0,0,0,0,0,0.26000000000000006
1690,1601376078828015616,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsSniping stocks  click to enter    ,2022-12-10T00:39:43.000Z,1.0,0,0,0,0,0.7000000000000001
1694,1601376064840028160,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock Alerts Discussion Group    ,2022-12-10T00:39:40.000Z,1.0,0,0,0,0,1.0
1699,1601375780948553728,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stocks  Options  Futures  Discussion Groups    ,2022-12-10T00:38:32.000Z,1.0,0,0,0,0,0.5333333333333333
1701,1601375776703905792,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock alert group  click to join    ,2022-12-10T00:38:31.000Z,1.0,0,0,0,0,0.7000000000000001
1704,1601375770974490624,God of War Ragnark brought the action at   winning Best Action Adventure game Stocks  Options  Futures  Discussion Groups    ,2022-12-10T00:38:30.000Z,1.0,0,0,0,0,0.26000000000000006
1707,1601375768361447424,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Insider trading discussion group  click to join    ,2022-12-10T00:38:29.000Z,1.0,0,0,0,0,1.0
1719,1601375488538071040,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock Advance Alert Group  click to join    ,2022-12-10T00:37:23.000Z,1.0,0,0,0,0,0.7000000000000001
1720,1601375487002955776,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock Advance Alert Group  click to join    ,2022-12-10T00:37:22.000Z,1.0,0,0,0,0,1.0
1723,1601375477926490115,God of War Ragnark brought the action at   winning Best Action Adventure game Stock Alerts Discussion Group  Free to Join    ,2022-12-10T00:37:20.000Z,1.0,0,0,0,0,0.2833333333333334
1724,1601375475401519105,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stocks  Options  Forex  Energy  Gold Discussion Groups    ,2022-12-10T00:37:20.000Z,1.0,0,0,0,0,0.5333333333333333
1730,1601375274930966529,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStock Intelligence Discussion Group  click jiaru    ,2022-12-10T00:36:32.000Z,1.0,0,0,0,0,0.7000000000000001
1731,1601375274695737345,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stocks  Gold  Energy  Trading Discussion Groups    ,2022-12-10T00:36:32.000Z,1.0,0,0,0,0,1.0
1742,1601375110740385792,God of War Ragnark brought the action at   winning Best Action Adventure game Stock Alerts Discussion Group  Free to Join    ,2022-12-10T00:35:53.000Z,1.0,0,0,0,0,0.2833333333333334
1744,1601375105355223041,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsInsider trading discussion group  click to join    ,2022-12-10T00:35:51.000Z,1.0,0,0,0,0,0.7000000000000001
1745,1601375104700932096,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stocks  Options  Futures  Discussion Groups    ,2022-12-10T00:35:51.000Z,1.0,0,0,0,0,1.0
1746,1601375104692547584,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stock Alerts Discussion Group    ,2022-12-10T00:35:51.000Z,1.0,0,0,0,0,0.5333333333333333
1752,1601374930196926464,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Stock insider trading discussion group  click to join    ,2022-12-10T00:35:10.000Z,1.0,0,0,0,0,0.5333333333333333
1753,1601374919421440002,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stock alert group  click to join    ,2022-12-10T00:35:07.000Z,1.0,0,0,0,0,1.0
1761,1601374786109591553,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsSniping stocks  click to enter    ,2022-12-10T00:34:35.000Z,1.0,0,0,0,0,0.7000000000000001
1762,1601374785514409984,God of War Ragnark s powerful soundtrack wins Best Score at   Congrats and  Sniping stocks  click to enter    ,2022-12-10T00:34:35.000Z,1.0,0,0,0,0,0.5333333333333333
1763,1601374780560928768,God of War Ragnark brought the action at   winning Best Action Adventure game Stocks  Options  Futures  Discussion Groups    ,2022-12-10T00:34:34.000Z,1.0,0,0,0,0,0.26000000000000006
1765,1601374778589614080,Best Performance at goes to the formidable and his grounded  moving portrayal of Kratos in God of War Ragnark  Congrats Chris Stocks Free Alerts Discussion Group  Click to Join    ,2022-12-10T00:34:33.000Z,1.0,0,0,0,0,0.7
1772,1601374636356546560,God of War Ragnark brought the action at   winning Best Action Adventure game Stocks  Options  Futures  Discussion Groups    ,2022-12-10T00:34:00.000Z,1.0,0,0,0,0,0.26000000000000006
1776,1601374620501745664,God of War Ragnark s unforgettable story wins Best Narrative at   CongratsStocks  Options  Forex  Energy  Gold Discussion Groups    ,2022-12-10T00:33:56.000Z,1.0,0,0,0,0,0.7000000000000001
1878,1601368169230192640,Just saw that ELDEN RING won GOTY  I was really rooting for GOD OF WAR  RAGNAROK  but I cant deny that Elden Ring is a great game  Congrats to From Software ,2022-12-10T00:08:18.000Z,1.0,1,0,4,0,0.19999999999999998
1898,1601366970099675136,I was sitting next to the voice actors for of Freya  Sindri and Tyr from God of War at were the nicest and most gracious people ,2022-12-10T00:03:32.000Z,1.0,2,2,56,0,0.25
1921,1601365577423257601,Blows my mind that God of War Ragnarok  a game where you can t hear anything over your NPC partner nagging you to finish a puzzle  wins Best Audio Design  are kind of a joke  aren t they ,2022-12-09T23:58:00.000Z,1.0,0,0,0,0,0.375
1943,1601364447549083648,Jeez Kratos save some awards for the other games your the God of war not god of aWARds,2022-12-09T23:53:30.000Z,1.0,0,1,2,0,-0.125
2006,1601361092147662850,God Of War  Ragnarok Sweeps   Elden Ring Walks Away Game Of The Year,2022-12-09T23:40:10.000Z,1.0,0,0,1,0,-0.4
2069,1601357439827607554,ALL God of War Ragnark Awards Mashup   The Game Awards,2022-12-09T23:25:40.000Z,1.0,0,0,1,0,-0.4
2087,1601356198607216640,God of war got a taste of what it did to Red Dead Redemption years ago,2022-12-09T23:20:44.000Z,1.0,0,0,0,0,-0.1
2129,1601354647901417475,I had no idea the God of War community was so salty  They were both great games  and giving Elden Ring Game of The Year makes total sense to me  Be happy for all the winners and nominees  Happy to see Stray got awards too ,2022-12-09T23:14:34.000Z,1.0,0,0,2,0,0.4
2137,1601354141359427584,Okay real talk elden ring didnt deserve it lmao its not even that good  Its just another souls game  God of War just needed to be released at an earlier time for it to get Game of The Year ,2022-12-09T23:12:33.000Z,1.0,1,0,1,0,0.1714285714285714
2471,1601336163570135040,Hozier and Bear MCreary perform Blood Upon Snow from God of War Ragnarok,2022-12-09T22:01:07.000Z,1.0,0,0,0,0,0.0
2587,1601332097414676480,I like you guys but fix your awards system please  Elden Ring should not have won GOTY over God Of War Ragnarok   Let s be real here  One of the only times I ll ever tweet at you guys cause  man  what a joke ,2022-12-09T21:44:57.000Z,1.0,0,0,0,0,0.1
2618,1601330774854467584,Coming out of the only reason to get is still just God of War R  Many more reasons to get a Nintendo  Will wait till early January though  Christmas gifting is priority ,2022-12-09T21:39:42.000Z,1.0,0,0,0,0,0.275
2706,1601326789741404160,You re God of War Ragnarok trying to win The Game of The Year award  but your opponent is Elden Ring ,2022-12-09T21:23:52.000Z,1.0,0,0,0,0,0.2
3096,1601311272452395008,God of War Ragnarok wins Best Score  amp  Music,2022-12-09T20:22:12.000Z,1.0,1,0,7,0,0.65
3227,1601306573112238081,Ring wins  GAME OF THE YEAR Best Game Direction Best Art Direction Best Role PlayingGod of War Ragnark wins  Best Narrative Best Score and Music Best Audio Design Innovation in accessibility Best Action Adventure,2022-12-09T20:03:32.000Z,1.0,0,1,0,0,0.575
3469,1601298931790786560,So I thought was a great show last night  Elden Ring and God of War Ragnarok deserved every award they won  And is gonna be a crazy year for games as long as there aren t anymore delays ,2022-12-09T19:33:10.000Z,1.0,0,0,0,0,0.03750000000000002
3483,1601298356998852608,  Hades is a literal masterpiece  Hades is sure to be another GotY winner  Also  I m yet to play Elden Ring  so can t comment on its win  but it doesn t surprise me  it seems to be a quality game  God of War  Ragnarok  my personal winner ,2022-12-09T19:30:53.000Z,1.0,0,0,0,0,0.225
3519,1601297478799613952,Christopher Judges FULL minute speech for best performance in God of War Ragnarok as Kratos   ,2022-12-09T19:27:24.000Z,1.0,0,1,4,0,0.675
3559,1601296146722623488,If ever you were still wondering how do sham trials look like in Iran  this is what   a gamer and a God of War enthusiast has went through before his execution ,2022-12-09T19:22:06.000Z,1.0,1,0,5,0,-0.2
3589,1601294900691337216,successfully made me want to replay Elden Ring  Metal Hellsinger  finish my God of War Ragnarok playthrough  play the Forspoken demo  play more Diablo  and get more into Warhammer K and Armored Core  Can we get Life DLC to add more time into the day ,2022-12-09T19:17:09.000Z,1.0,0,0,0,0,0.5625
3635,1601293149191929856,Mfs when vote sonic frontier and genshin impact or elden ring and god of war but thier boss is BillClinton,2022-12-09T19:10:12.000Z,1.0,0,0,1,0,0.0
3657,1601292603559141377,God of War Ragnarok won awards at The Game Awards   Best Narrative Best Score and Music Best Audio Design Best Performance  Christopher Judge  Innovation in Accessibility Best Action Adventure Game,2022-12-09T19:08:01.000Z,1.0,0,0,0,0,0.5374999999999999
3731,1601290807524614144,I didn t get to put my opinion about to be honest both elden ring and god of war ragnarok were amazing games that s for sure but what I didn t like the nomination or the winners most the time I feel like it s just games winning over and over again and it s always,2022-12-09T19:00:53.000Z,1.0,0,1,0,0,0.54
3821,1601287940990124032,Seem like I have to play god of war ragnarok after watching the last night  Winning the awards back to back,2022-12-09T18:49:30.000Z,1.0,0,0,0,0,0.125
3833,1601287438004985857,Didn t win GOTY but still a great game  More god of war ragnarok tonight at PM est,2022-12-09T18:47:30.000Z,1.0,0,0,3,0,0.42500000000000004
3942,1601284241412661249,Lots of interesting games seen  I barely remember half so I wrote down and wishlisted a lot The Diablo IV cinematic was so powerful  The music performances really made it for me  God of War Ragnarok song was amazing and the flute and drums guys were OP ,2022-12-09T18:34:48.000Z,1.0,0,1,1,0,0.16597222222222224
3993,1601283077384581120,When God Of War Ragnark didn t win GOTY,2022-12-09T18:30:10.000Z,1.0,0,0,0,0,0.8
4000,1601283027107082241,The sheer amount of awards that God of War Ragnark won was just impressive  Unfortunately  also havent ever played any of these games either   But I plan to fix that soon  Also Christopher Judges speech for winning best performance was just so wholesome ,2022-12-09T18:29:58.000Z,1.0,0,1,0,0,0.4
4169,1601279283145879552,The boy is streaming the finale of God Of War check it out and help him get to affiliate,2022-12-09T18:15:06.000Z,1.0,0,0,3,0,0.0
4274,1601277106167910400,Im streaming the finale to God Of War   ,2022-12-09T18:06:27.000Z,1.0,1,0,5,1,0.0
4302,1601276360881999874,God of War Ragnarok wins awards at NarrativeBest Score and MusicBest Audio DesignBest PerformanceBest Adventure,2022-12-09T18:03:29.000Z,1.0,0,2,13,0,0.3
4318,1601276054575861765,I can t believe ELDEN RING is game of the year I thought god of war would have swept it like the last of us,2022-12-09T18:02:16.000Z,1.0,0,2,7,0,-0.2
4761,1601266245353246721,won the best performance award for God Of WarRagnark ,2022-12-09T17:23:17.000Z,1.0,0,0,2,0,1.0
4994,1601260274429722624,Absolutely LOVED TGA this year  God of war with the six streak  Christopher Judge with best performance award  Elden Ring with the GOTY  Stray with the best indie debut award  Hades reveal  a long overdue update about Bill Clinton  I m happy ,2022-12-09T16:59:34.000Z,1.0,0,0,1,0,0.5750000000000001
4998,1601260208013336578,Dudes who own Elden Ring  amp  God of War and understand they are both peak,2022-12-09T16:59:18.000Z,1.0,0,0,0,0,0.6
5071,1601258715084361729,I wish Horizon Forbidden West won some awards but it was just against some tough competition especially with God of War racking up the majority,2022-12-09T16:53:22.000Z,1.0,0,0,0,0,-0.19444444444444445
5157,1601257268858982401,Well deserved has been named Game of the Year at The Game Awards  beating God Of War Ragnarok  Horizon Forbidden West  and more Also won best game direction  best RPG  and best art direction ,2022-12-09T16:47:37.000Z,1.0,0,0,3,0,0.32857142857142857
5209,1601255945182806017,Literally every Elden Ring or Game of the Year discussion since God of War Release ,2022-12-09T16:42:21.000Z,1.0,0,0,0,0,-0.4
5339,1601252663135711232,Neymar Bill Clinton Elden Ring Modric Croatia Brazil PiersGod of War Abrar Neymar Bill Cling Elden Ring Modric jungwoo,2022-12-09T16:29:19.000Z,1.0,0,0,0,0,0.0
5378,1601251749679226882,He big mad God of Warts didnt win,2022-12-09T16:25:41.000Z,1.0,0,0,4,0,0.05833333333333335
5382,1601251698659688448,Neymar Bill Clinton Elden Ring Modric Croatia Brazil PiersGod of War Abrar Neymar Bill Cling Elden Ring Modric jungwoo,2022-12-09T16:25:29.000Z,1.0,0,0,0,0,0.0
5407,1601251010621870081,Elden Ring Modric Croatia Brazil PiersGod of War Abrar Neymar Bill Cling Elden Ring Modric jungwoo,2022-12-09T16:22:45.000Z,1.0,0,0,0,0,0.0
5421,1601250696439164929,In light of the Elden Ring vs God of War Best Narrative discourse at   I m breaking my twitter silence for a thread about how world building and lore     narrative  This is somewhat moot since GoW won but whatever  Spoilers for both games ahead  n,2022-12-09T16:21:30.000Z,1.0,0,1,1,0,0.7
5443,1601250332914290689,Tonight is night  was a big fan of God of War  He  only   was executed this morning by Islamic Republic for protesting  Please repeat with me and  ,2022-12-09T16:20:03.000Z,1.0,0,0,0,0,0.0
5453,1601250066169180161,God of War Ragnarok wins awards at TGA,2022-12-09T16:19:00.000Z,1.0,0,0,1,0,0.3
5479,1601249283143258112,Was God of War Ragnarok in the nominations ,2022-12-09T16:15:53.000Z,1.0,0,0,1,0,0.0
5547,1601247729933434880,God of War Ragnarok was my pick but Elden Ring deserved it just as much  Excellent year   ,2022-12-09T16:09:43.000Z,1.0,0,0,3,0,1.0
5572,1601247193410637825,and Bear Mccreary Perform Blood Upon Snow From God of War Ragnarok,2022-12-09T16:07:35.000Z,1.0,0,0,0,0,0.0
5594,1601246616413155328,I will be spending the rest of my life celebrating Elden Rings game of the year award win at   This triumphant moment proves to me that God of War meat riding can be put to a halt every now and then  The game made for Real Men wins this time ,2022-12-09T16:05:17.000Z,1.0,1,0,3,0,0.13333333333333333
5735,1601242882157215744,I m angry God of War didn t win goty,2022-12-09T15:50:27.000Z,1.0,0,0,1,0,0.15000000000000002
5749,1601242497803354113,These kids are really trying to test me today  Trying to say that Stray and Elden Ring were both better together then God Of War Ragnarok and either of then should have won GOTY instead ,2022-12-09T15:48:55.000Z,1.0,0,1,3,0,0.35
5802,1601241047300177923,My teenage son gets bombarded with PS5 only God of War advertising and he has a gaming PC  Apparently Elden Ring is a very hard game ,2022-12-09T15:43:09.000Z,1.0,0,0,0,0,-0.14583333333333334
5824,1601240583925686272,oh and my final tidbit on yes Elden ring won goty  but God of War won awards that define my game of the year  in my book it was goty because it simply was for me however  i think audio design should ve gone to Horizon personally and its a shame it dint,2022-12-09T15:41:19.000Z,1.0,0,0,0,0,-0.1
5835,1601240429034229760,Good luck red dead redemption   the time has taken revenge on the lousy and cheatings god of war And revealed the truth in front of everyone,2022-12-09T15:40:42.000Z,1.0,0,0,0,0,-1.3877787807814457e-17
5888,1601239135960043520,My take on the God of War cleaned house but still baffled that it didnt win GOTY Sonic deserved something Show is still too long to sit through Trailers shown has positioned as a great year for gamingJun is backXbox   Bill Clinton,2022-12-09T15:35:34.000Z,1.0,0,7,17,0,0.5166666666666667
5919,1601238352761585664,Elden Ring and God of War owned   but don t forget Signalis  this year s greatest sleeper hit  and one of the best horror games ever ,2022-12-09T15:32:27.000Z,1.0,8,0,17,0,1.0
5954,1601237422687539206,Watching the Game Awards last night was a blast  big GGs to Elden Ring  God of War  Stray  and many other titles I thoroughly enjoyed this year  Oh and lets not forget to thank Bill Clinton ,2022-12-09T15:28:45.000Z,1.0,0,0,6,0,0.07916666666666666
6034,1601235573662158848,God of war  the west remembers ,2022-12-09T15:21:24.000Z,1.0,0,0,0,0,0.0
6061,1601235084807315501,Elden Ring just Won Game of the Year for Which is Well Deserved and God of War Ragnarok Winning Awards  Also Shout Out to Bill Clinton,2022-12-09T15:19:28.000Z,1.0,0,0,1,0,0.04999999999999999
6066,1601234933825302529,God Of War and Elden Ring really deserved every single win  both games are amazing  Also  soo many great world premieres   i m having huge expactations for Judas from the BioShock creators ,2022-12-09T15:18:52.000Z,1.0,0,0,1,0,0.4612244897959183
6122,1601233765627756544,This aged like milk lol   Don t get me wrong I enjoy God of War  but at least for me when I think about Elden Ring was the overall better game  Well deserve  ,2022-12-09T15:14:13.000Z,1.0,0,0,0,0,0.05
6292,1601230370292523010,Watching god of war fans mald over the fact that they didnt steal the award from elden ring like they did with RDR2 is the funniest thing ever,2022-12-09T15:00:44.000Z,1.0,0,0,0,0,0.0
6369,1601229262157406208,Surely its not just me who thought other games deserved some of those awards I mean really  God of War winning practically every category it got nominated in  So many AAA titles nominated too  there are some great indie games out there that get no recognition ,2022-12-09T14:56:20.000Z,1.0,0,2,2,0,0.2578125
6474,1601227291870130176,I love all the angry Hozier fans on Twitter for the past hours losing their shit because his new album isnt out yet  but he wrote a song for God of War  Ragnarok and performed it at   Its me  I am angry fans ,2022-12-09T14:48:30.000Z,1.0,0,1,0,0,-0.13560606060606062
6486,1601227108227117057,Completed God of War in my hungover state  Played and got bored of Elden Ring after hrs  I dont know how the latter beat the former to GOTY  Incredible story telling in GoW  Thought the last one was great  this was even better  Might be the best Ive ever played,2022-12-09T14:47:46.000Z,1.0,0,0,0,0,0.3375
6614,1601224851381161989,Elden Ring  God of War Ragnarok and Stray are the only Game of the Year nominees to win awards last night ,2022-12-09T14:38:48.000Z,1.0,0,0,2,0,0.1
6691,1601223737772105729,Bill Clinton Kid moment happen because God Of War Ragnarok didn t win the GOTY and they want to take Elden Ring out of the glory ,2022-12-09T14:34:23.000Z,1.0,0,0,0,0,0.8
6761,1601222647932923904,It gets worse for Xbox fans  God Of War Ragnarok beats out multiplat games like Sonic Frontiers  while being only on PlayStation  GOW Number on NPD beating Pokmon Scarlet Violet   PlayStation just keeps on WINNING ,2022-12-09T14:30:03.000Z,1.0,4,0,9,0,0.033333333333333326
6763,1601222639984332801,Out of all the awards God of War Ragnarok won  it did not take Game Of The Year Were you surprised by this ,2022-12-09T14:30:01.000Z,1.0,1,0,1,0,-0.15000000000000002
6764,1601222639942598656,God of War Ragnark had a massive night with awards at   Interested in creating future hits  Head to and apply for one of these PlayStation  ,2022-12-09T14:30:01.000Z,1.0,2,0,1,0,0.08333333333333333
6845,1601221739265916929,God of War Ragnarok was robbed of Game of the year simply put  it was just a better game,2022-12-09T14:26:26.000Z,1.0,0,0,0,0,-0.07500000000000001
6849,1601221669552472064,Still can t believe Bill Clinton was nominated for I really wanted elden ring or god of war to win but it is what it is,2022-12-09T14:26:09.000Z,1.0,0,0,2,0,0.5
