,id,text,created_at,final fantasy,retweet_count,reply_count,like_count,quote_count,polarity
3095,1601311273030889472,Another year  Another opportunity to roll out the  Have you heard of the critically acclaimed MMORPG Final Fantasy XIV that includes a free trial up to level with no restrictions on playtime    copypasta ,2022-12-09T20:22:13.000Z,1.0,0,0,2,0,0.13333333333333333
3152,1601309326660210688,Thank you all for joining me during last night  I can t wait for Final Fantasy XVI  Crash Team Brawl    Idk how to feel about that  Thanks  amp  for the follows  Special thanks to for the raid ,2022-12-09T20:14:29.000Z,1.0,0,0,3,0,0.1514285714285714
3200,1601307557691150336,Have you heard of the critically acclaimed MMORPG Final Fantasy XIV that includes a free trial up to level with no restrictions on playtime ,2022-12-09T20:07:27.000Z,1.0,0,0,2,0,0.13333333333333333
3210,1601307126550630401,My rating for is a  5  It wasn t perfect but it was enjoyable  after the long speeches of Al Pacino and Kratos himself lol  Yeah no huge reveals like many wanted  no Spider Man   no Silk Song but hey we got Final Fantasy XVI so that s cool ,2022-12-09T20:05:44.000Z,1.0,0,1,0,0,0.3625
3222,1601306755262459904,It s fine if your circle is so small  but have you heard of the critically acclaimed MMORPG Final Fantasy XIV that includes a free trial for up to level with no restrictions on playtime ,2022-12-09T20:04:15.000Z,1.0,0,0,1,0,0.11333333333333333
3304,1601304295198294017,Who is Final Fantasy  Fortnite should have won,2022-12-09T19:54:29.000Z,1.0,1,0,2,0,0.0
3432,1601300304581885952,I have had some time to digest it was good here are some highlights HellBoy  Web of WyrdJudasStar Wars Jedi  SurvivorDiablo IVFinal Fantasy XVICyberpunk   Phantom LibertyNever watch these shows for the awards because for the most part I disagree   ,2022-12-09T19:38:37.000Z,1.0,0,1,2,0,0.6
3645,1601292875509256192,Final Fantasy XVI    Revenge  Release Date Trailer   An epic dark fantasy  with striking characters  rich lore and a captivating storyline ,2022-12-09T19:09:06.000Z,1.0,0,0,0,0,0.22083333333333333
3687,1601291861519310848,Final Fantasy XIV won awards at The Game Awards   Best Ongoing Game Best Community Support,2022-12-09T19:05:05.000Z,1.0,0,0,0,0,0.24
3940,1601284351878393858,Games shown at I m looking forward to interested int TraumaScars AboveViewfinderAfter UsReplacedJedi SurvivorEarthbladeDeath Stranding WayfinderSkyBanishersLords of the FallenCrime Boss   Rockay CityFinal Fantasy XVI,2022-12-09T18:35:14.000Z,1.0,0,0,1,0,0.25
4139,1601279961825914880,My game highlights of last night  in no particular order    Atomic Heart  Judas  Bayonetta Origins  Cereza  Hades II  Jedi  Survivor  Diablo IV  Final Fantasy XVI   Death Stranding,2022-12-09T18:17:47.000Z,1.0,0,0,0,0,-0.12083333333333333
4384,1601274984516632576,Top favorite trailers of   Armored Core VI  Fires of Rubicon2  Hades II3  The Lords of the Fallen4  Final Fantasy XVI,2022-12-09T17:58:01.000Z,1.0,0,1,3,0,0.3333333333333333
4529,1601272336845799426,Really enjoyed last night  My personal highlights were Star Wars Jedi Survivor  Blue Procotol  Wayfinder  Hades  amp  Final Fantasy XVI Also loved seeing TLOU cast on stage,2022-12-09T17:47:29.000Z,1.0,0,0,1,0,0.19999999999999998
4570,1601271403596025858,Death Stranding   PS5 Star Wars Jedi Survivor  03 23 Final Fantasy XVI  06 23 Horizon Burning Shores  19 23 Armored Core VI   Crime Boss   Judas Hades,2022-12-09T17:43:47.000Z,1.0,0,0,0,0,0.0
4854,1601263859167551488,    is Yoshi P just making Final Fantasy XIV  Heavensward ,2022-12-09T17:13:48.000Z,1.0,0,0,0,0,0.0
4867,1601263381435990016,I have a handful of reaction videos taken from yesterday s stream  They cover Final Fantasy  Bayonetta Origins  Cereza and the Lost Demon  Dead Cells Return to Castlevania  Crash Team Rumble  Among Us  and The Super Mario Bros  Movie  Links are in the reply ,2022-12-09T17:11:54.000Z,1.0,1,1,1,0,0.04444444444444443
5046,1601259104994963457,My most anticipated game Final Fantasy XVI got a release date at the game awards Final Fantasy XVI will launch for PlayStation on June  ,2022-12-09T16:54:55.000Z,2.0,0,0,2,0,-0.06000000000000001
5343,1601252519703109632,Final Fantasy XVI Launch Date Confirmed ,2022-12-09T16:28:45.000Z,1.0,6,0,7,0,0.2
5372,1601251837864120320,The Game Awards was a snoozefest for the most part Some world premieres were good  others not so Highlights are Tekken   Armored Core VI  Street Fighter    amp  Final Fantasy XVI DS2  IDK  And Sony still refuses to bring Bloodborne to PC Horrible ,2022-12-09T16:26:02.000Z,1.0,0,0,1,0,-0.040000000000000015
5470,1601249623389007873,So far my favourite trailers from were 1  Final Fantasy XVI  who are we kidding here 2  Hades   Star Wars  Jedi Survivor4  Death Stranding   Judas6  Bayonetta Origins7  Replaced8  Banishers  Ghosts of New Eden8  Viewfinder9  Hellboy,2022-12-09T16:17:14.000Z,1.0,0,1,2,0,0.07878787878787878
5586,1601246758478061569,games I m excited about shown at this year s   Final Fantasy   Hades   Star Wars Jedi  Survivor4  Death Stranding   Baldur s Gate   Crime Boss  Rockay City7  Space Marine   Replaced9  Post Trauma10  Suicide Squad  Kill The Justice League,2022-12-09T16:05:51.000Z,1.0,0,1,3,0,0.1875
